Id,GEOID,Geography,Calls_2012,Cases_2012,Est_2012,Calls_2013,Cases_2013,Est_2013,Calls_2014,Cases_2014,Est_2014,Calls_2015,Cases_2015,Est_2015,Calls_2016,Cases_2016,Est_2016
0500000US17009,17009,"Brown County, Illinois",0,0,6894,0,0,6863,0,0,6838,0,0,6821,0,0,6762
0500000US17011,17011,"Bureau County, Illinois",1,0,34350,2,0,34096,1,0,33836,1,0,33471,2,1,33359
0500000US17013,17013,"Calhoun County, Illinois",0,0,5021,0,0,5036,0,0,4963,0,0,4898,0,0,4894
0500000US17015,17015,"Carroll County, Illinois",1,0,15075,1,0,14939,1,0,14786,1,0,14628,1,0,14539
0500000US17017,17017,"Cass County, Illinois",0,0,13411,1,0,13292,1,0,13091,1,0,12869,1,0,12676
0500000US17019,17019,"Champaign County, Illinois",7,2,203937,9,2,205365,8,2,206646,9,2,207734,10,3,208419
0500000US17021,17021,"Christian County, Illinois",1,0,34520,2,0,34183,1,0,33882,1,0,33546,2,1,33309
0500000US17023,17023,"Clark County, Illinois",1,0,16301,1,0,16145,1,0,16119,1,0,15943,1,0,15938
0500000US17025,17025,"Clay County, Illinois",1,0,13717,1,0,13522,1,0,13413,1,0,13378,1,0,13300
0500000US17027,17027,"Clinton County, Illinois",1,0,38071,2,0,37879,1,0,37801,2,0,37809,2,1,37729
0500000US17029,17029,"Coles County, Illinois",2,0,53344,2,1,53046,2,1,52712,2,0,52563,2,1,52343
0500000US17031,17031,"Cook County, Illinois",192,43,5230016,232,58,5240283,200,57,5239254,226,49,5224823,248,80,5203499
0500000US17033,17033,"Crawford County, Illinois",1,0,19621,1,0,19495,1,0,19368,1,0,19413,1,0,19308
0500000US17035,17035,"Cumberland County, Illinois",0,0,10942,0,0,10901,0,0,10894,0,0,10857,1,0,10858
0500000US17037,17037,"DeKalb County, Illinois",4,1,104276,5,1,104148,4,1,104798,5,1,104541,5,2,104528
0500000US17039,17039,"De Witt County, Illinois",1,0,16497,1,0,16385,1,0,16243,1,0,16260,1,0,16226
0500000US17041,17041,"Douglas County, Illinois",1,0,19822,1,0,19800,1,0,19845,1,0,19753,1,0,19630
0500000US17043,17043,"DuPage County, Illinois",34,8,927668,41,10,931296,36,10,932419,40,9,931819,44,14,929368
0500000US17045,17045,"Edgar County, Illinois",1,0,18174,1,0,17943,1,0,17812,1,0,17644,1,0,17566
0500000US17047,17047,"Edwards County, Illinois",0,0,6726,0,0,6671,0,0,6622,0,0,6520,0,0,6523
0500000US17049,17049,"Effingham County, Illinois",1,0,34351,2,0,34312,1,0,34337,1,0,34396,2,1,34386
0500000US17051,17051,"Fayette County, Illinois",1,0,22130,1,0,22145,1,0,22002,1,0,22059,1,0,21789
0500000US17053,17053,"Ford County, Illinois",1,0,13982,1,0,13803,1,0,13704,1,0,13726,1,0,13575
0500000US17055,17055,"Franklin County, Illinois",1,0,39874,2,0,39574,2,0,39485,2,0,39427,2,1,39156
0500000US17057,17057,"Fulton County, Illinois",1,0,36624,2,0,36375,1,0,35951,2,0,35750,2,1,35536
0500000US17059,17059,"Gallatin County, Illinois",0,0,5419,0,0,5408,0,0,5308,0,0,5278,0,0,5212
0500000US17061,17061,"Greene County, Illinois",1,0,13631,1,0,13511,1,0,13402,1,0,13313,1,0,13093
0500000US17063,17063,"Grundy County, Illinois",2,0,50168,2,1,50177,2,1,50409,2,0,50499,2,1,50437
0500000US17065,17065,"Hamilton County, Illinois",0,0,8372,0,0,8329,0,0,8295,0,0,8198,0,0,8061
0500000US17067,17067,"Hancock County, Illinois",1,0,18893,1,0,18603,1,0,18621,1,0,18539,1,0,18508
0500000US17069,17069,"Hardin County, Illinois",0,0,4263,0,0,4249,0,0,4217,0,0,4113,0,0,4024
0500000US17071,17071,"Henderson County, Illinois",0,0,7049,0,0,6957,0,0,6985,0,0,6971,0,0,6869
0500000US17073,17073,"Henry County, Illinois",2,0,50160,2,1,49831,2,1,49673,2,0,49459,2,1,49280
0500000US17075,17075,"Iroquois County, Illinois",1,0,29300,1,0,28982,1,0,28804,1,0,28651,1,0,28334
0500000US17077,17077,"Jackson County, Illinois",2,0,58962,3,1,59593,2,1,59293,3,1,59220,3,1,58870
0500000US17079,17079,"Jasper County, Illinois",0,0,9646,0,0,9574,0,0,9615,0,0,9591,0,0,9536
0500000US17081,17081,"Jefferson County, Illinois",1,0,38666,2,0,38657,1,0,38442,2,0,38390,2,1,38460
0500000US17083,17083,"Jersey County, Illinois",1,0,22732,1,0,22620,1,0,22523,1,0,22306,1,0,22025
0500000US17085,17085,"Jo Daviess County, Illinois",1,0,22496,1,0,22332,1,0,22298,1,0,22034,1,0,21770
0500000US17087,17087,"Johnson County, Illinois",0,0,12912,1,0,12845,0,0,12834,1,0,12837,1,0,12902
0500000US17089,17089,"Kane County, Illinois",19,4,521431,23,6,523590,20,6,526636,23,5,529702,25,8,531715
0500000US17091,17091,"Kankakee County, Illinois",4,1,112976,5,1,112227,4,1,111461,5,1,110795,5,2,110008
0500000US17093,17093,"Kendall County, Illinois",4,1,118344,5,1,119709,5,1,121565,5,1,122946,6,2,124695
0500000US17095,17095,"Knox County, Illinois",2,0,52302,2,1,52149,2,1,51953,2,0,51416,2,1,50938
0500000US17097,17097,"Lake County, Illinois",26,6,701220,31,8,703411,27,8,703357,30,7,703413,33,11,703047
0500000US17099,17099,"LaSalle County, Illinois",4,1,113109,5,1,112687,4,1,111933,5,1,111304,5,2,110642
0500000US17101,17101,"Lawrence County, Illinois",1,0,16682,1,0,16745,1,0,16595,1,0,16513,1,0,16377
0500000US17103,17103,"Lee County, Illinois",1,0,35114,2,0,35008,1,0,34789,1,0,34427,2,1,34251
0500000US17105,17105,"Livingston County, Illinois",1,0,38553,2,0,37444,1,0,37116,2,0,36749,2,1,36526
0500000US17107,17107,"Logan County, Illinois",1,0,30388,1,0,29890,1,0,29755,1,0,29540,1,0,29527
0500000US17109,17109,"McDonough County, Illinois",1,0,32516,1,0,32167,1,0,31615,1,0,31342,1,0,30996
0500000US17111,17111,"McHenry County, Illinois",11,3,307529,14,3,306944,12,3,306749,13,3,307188,15,5,307004
0500000US17113,17113,"McLean County, Illinois",6,1,172560,8,2,174777,7,2,173843,7,2,172673,8,3,172418
0500000US17115,17115,"Macon County, Illinois",4,1,110083,5,1,109533,4,1,108479,5,1,107377,5,2,106550
0500000US17117,17117,"Macoupin County, Illinois",2,0,47179,2,1,46851,2,1,46381,2,0,46089,2,1,45908
0500000US17119,17119,"Madison County, Illinois",10,2,268083,12,3,267246,10,3,266637,12,3,266071,13,4,265759
0500000US17121,17121,"Marion County, Illinois",1,0,38919,2,0,38594,1,0,38486,2,0,38378,2,1,38140
0500000US17123,17123,"Marshall County, Illinois",0,0,12274,1,0,12115,0,0,11990,1,0,11980,1,0,11939
0500000US17125,17125,"Mason County, Illinois",1,0,14346,1,0,14194,1,0,13920,1,0,13689,1,0,13507
0500000US17127,17127,"Massac County, Illinois",1,0,15149,1,0,14974,1,0,14881,1,0,14752,1,0,14658
0500000US17129,17129,"Menard County, Illinois",0,0,12726,1,0,12605,0,0,12578,1,0,12454,1,0,12516
0500000US17131,17131,"Mercer County, Illinois",1,0,16190,1,0,16133,1,0,15964,1,0,15839,1,0,15730
0500000US17133,17133,"Monroe County, Illinois",1,0,33321,1,0,33547,1,0,33684,1,0,33893,2,1,34068
0500000US17135,17135,"Montgomery County, Illinois",1,0,29605,1,0,29329,1,0,29424,1,0,29196,1,0,28952
0500000US17137,17137,"Morgan County, Illinois",1,0,35365,2,0,35027,1,0,34729,1,0,34605,2,1,34277
0500000US17139,17139,"Moultrie County, Illinois",1,0,14984,1,0,14933,1,0,14911,1,0,14921,1,0,14827
0500000US17141,17141,"Ogle County, Illinois",2,0,52834,2,1,52341,2,1,52067,2,0,51657,2,1,51273
0500000US17143,17143,"Peoria County, Illinois",7,2,187121,8,2,188377,7,2,187272,8,2,186315,9,3,185006
0500000US17145,17145,"Perry County, Illinois",1,0,21862,1,0,21742,1,0,21558,1,0,21458,1,0,21357
0500000US17147,17147,"Piatt County, Illinois",1,0,16523,1,0,16444,1,0,16438,1,0,16380,1,0,16560
0500000US17149,17149,"Pike County, Illinois",1,0,16261,1,0,16105,1,0,15974,1,0,15981,1,0,15950
0500000US17151,17151,"Pope County, Illinois",0,0,4333,0,0,4338,0,0,4241,0,0,4204,0,0,4157
0500000US17153,17153,"Pulaski County, Illinois",0,0,5968,0,0,5895,0,0,5808,0,0,5672,0,0,5619
0500000US17155,17155,"Putnam County, Illinois",0,0,5880,0,0,5815,0,0,5788,0,0,5636,0,0,5611
0500000US17157,17157,"Randolph County, Illinois",1,0,32987,1,0,33122,1,0,33092,1,0,32846,2,1,32621
0500000US17159,17159,"Richland County, Illinois",1,0,16182,1,0,16097,1,0,16107,1,0,16043,1,0,15930
0500000US17161,17161,"Rock Island County, Illinois",5,1,147638,7,2,147509,6,2,146789,6,1,145958,7,2,144784
0500000US17163,17163,"St. Clair County, Illinois",10,2,268612,12,3,266807,10,3,265587,11,2,264079,13,4,262759
0500000US17165,17165,"Saline County, Illinois",1,0,24970,1,0,24863,1,0,24580,1,0,24574,1,0,24307
0500000US17167,17167,"Sangamon County, Illinois",7,2,199269,9,2,198973,8,2,198959,9,2,198496,9,3,197499
0500000US17169,17169,"Schuyler County, Illinois",0,0,7458,0,0,7362,0,0,7238,0,0,7043,0,0,6923
0500000US17171,17171,"Scott County, Illinois",0,0,5293,0,0,5208,0,0,5177,0,0,5114,0,0,5053
0500000US17173,17173,"Shelby County, Illinois",1,0,22252,1,0,22177,1,0,22109,1,0,21801,1,0,21717
0500000US17175,17175,"Stark County, Illinois",0,0,5937,0,0,5886,0,0,5836,0,0,5764,0,0,5776
0500000US17177,17177,"Stephenson County, Illinois",2,0,46938,2,1,46721,2,1,46339,2,0,45791,2,1,45624
0500000US17179,17179,"Tazewell County, Illinois",5,1,136111,6,2,136203,5,1,135567,6,1,134735,6,2,134385
0500000US17181,17181,"Union County, Illinois",1,0,17639,1,0,17577,1,0,17463,1,0,17399,1,0,17212
0500000US17183,17183,"Vermilion County, Illinois",3,1,80774,4,1,80495,3,1,79695,3,1,78990,4,1,78111
0500000US17185,17185,"Wabash County, Illinois",0,0,11722,1,0,11628,0,0,11541,0,0,11554,1,0,11492
0500000US17187,17187,"Warren County, Illinois",1,0,17736,1,0,17627,1,0,17809,1,0,17507,1,0,17378
0500000US17189,17189,"Washington County, Illinois",1,0,14618,1,0,14432,1,0,14394,1,0,14246,1,0,14154
0500000US17191,17191,"Wayne County, Illinois",1,0,16624,1,0,16608,1,0,16532,1,0,16427,1,0,16396
0500000US17193,17193,"White County, Illinois",1,0,14562,1,0,14502,1,0,14343,1,0,14349,1,0,14292
0500000US17195,17195,"Whiteside County, Illinois",2,0,57786,3,1,57446,2,1,57046,2,1,56963,3,1,56536
0500000US17197,17197,"Will County, Illinois",25,6,682091,30,8,683474,26,7,685109,30,6,686687,33,11,689529
0500000US17199,17199,"Williamson County, Illinois",2,1,66793,3,1,67387,3,1,67350,3,1,67589,3,1,67560
0500000US17201,17201,"Winnebago County, Illinois",11,2,291934,13,3,290868,11,3,288639,12,3,287168,14,4,285873
0500000US17203,17203,"Woodford County, Illinois",1,0,38943,2,0,39171,1,0,39204,2,0,39158,2,1,39140
,,Indiana,169,51,6537743,247,56,6569102,186,50,6595233,241,53,6612768,268,83,6633053
0500000US18001,18001,"Adams County, Indiana",1,0,34439,1,0,34664,1,0,34764,1,0,34967,1,0,35232
0500000US18003,18003,"Allen County, Indiana",9,3,360753,14,3,363265,10,3,365361,13,3,368040,15,5,370404
0500000US18005,18005,"Bartholomew County, Indiana",2,1,78927,3,1,79491,2,1,80182,3,1,81011,3,1,81402
0500000US18007,18007,"Benton County, Indiana",0,0,8812,0,0,8722,0,0,8689,0,0,8674,0,0,8650
0500000US18009,18009,"Blackford County, Indiana",0,0,12535,0,0,12470,0,0,12379,0,0,12287,0,0,12149
0500000US18011,18011,"Boone County, Indiana",2,0,59070,2,1,60479,2,0,61820,2,1,63400,3,1,64653
0500000US18013,18013,"Brown County, Indiana",0,0,15051,1,0,15031,0,0,14911,1,0,14919,1,0,14912
0500000US18015,18015,"Carroll County, Indiana",1,0,20129,1,0,20110,1,0,19937,1,0,19890,1,0,19970
0500000US18017,18017,"Cass County, Indiana",1,0,38710,1,0,38504,1,0,38381,1,0,38078,2,0,37946
0500000US18019,18019,"Clark County, Indiana",3,1,111912,4,1,112746,3,1,114185,4,1,115090,5,1,116031
0500000US18021,18021,"Clay County, Indiana",1,0,26825,1,0,26734,1,0,26486,1,0,26485,1,0,26309
0500000US18023,18023,"Clinton County, Indiana",1,0,32942,1,0,32883,1,0,32610,1,0,32567,1,0,32457
0500000US18025,18025,"Crawford County, Indiana",0,0,10650,0,0,10584,0,0,10628,0,0,10510,0,0,10539
0500000US18027,18027,"Daviess County, Indiana",1,0,32139,1,0,32276,1,0,32697,1,0,32836,1,0,32969
0500000US18029,18029,"Dearborn County, Indiana",1,0,49751,2,0,49751,1,0,49451,2,0,49475,2,1,49331
0500000US18031,18031,"Decatur County, Indiana",1,0,26049,1,0,26208,1,0,26452,1,0,26393,1,0,26598
0500000US18033,18033,"DeKalb County, Indiana",1,0,42304,2,0,42376,1,0,42461,2,0,42557,2,1,42746
0500000US18035,18035,"Delaware County, Indiana",3,1,117090,4,1,116989,3,1,116612,4,1,116019,5,1,115603
0500000US18037,18037,"Dubois County, Indiana",1,0,42090,2,0,42320,1,0,42341,2,0,42421,2,1,42552
0500000US18039,18039,"Elkhart County, Indiana",5,2,199172,8,2,200354,6,2,201609,7,2,203284,8,3,203781
0500000US18041,18041,"Fayette County, Indiana",1,0,23953,1,0,23850,1,0,23479,1,0,23426,1,0,23331
0500000US18043,18043,"Floyd County, Indiana",2,1,75344,3,1,76099,2,1,76257,3,1,76761,3,1,76990
0500000US18045,18045,"Fountain County, Indiana",0,0,17103,1,0,16878,0,0,16704,1,0,16536,1,0,16486
0500000US18047,18047,"Franklin County, Indiana",1,0,22993,1,0,22924,1,0,22913,1,0,22890,1,0,22715
0500000US18049,18049,"Fulton County, Indiana",1,0,20655,1,0,20434,1,0,20502,1,0,20328,1,0,20139
0500000US18051,18051,"Gibson County, Indiana",1,0,33565,1,0,33556,1,0,33833,1,0,33762,1,0,33703
0500000US18053,18053,"Grant County, Indiana",2,1,69198,3,1,69011,2,1,68505,2,1,67692,3,1,66937
0500000US18055,18055,"Greene County, Indiana",1,0,33001,1,0,32781,1,0,32720,1,0,32450,1,0,32211
0500000US18057,18057,"Hamilton County, Indiana",7,2,289681,11,3,296918,9,2,303065,11,2,309172,13,4,316373
0500000US18059,18059,"Hancock County, Indiana",2,1,70645,3,1,71086,2,1,71933,3,1,72392,3,1,73717
0500000US18061,18061,"Harrison County, Indiana",1,0,39064,1,0,39065,1,0,39255,1,0,39639,2,0,39826
0500000US18063,18063,"Hendricks County, Indiana",4,1,150773,6,1,153584,4,1,156059,6,1,158059,6,2,160610
0500000US18065,18065,"Henry County, Indiana",1,0,49256,2,0,49035,1,0,49057,2,0,48894,2,1,48521
0500000US18067,18067,"Howard County, Indiana",2,1,82914,3,1,82840,2,1,82739,3,1,82581,3,1,82568
0500000US18069,18069,"Huntington County, Indiana",1,0,36993,1,0,36823,1,0,36658,1,0,36607,1,0,36400
0500000US18071,18071,"Jackson County, Indiana",1,0,43028,2,0,43484,1,0,43717,2,0,43941,2,1,44013
0500000US18073,18073,"Jasper County, Indiana",1,0,33473,1,0,33417,1,0,33481,1,0,33501,1,0,33433
0500000US18075,18075,"Jay County, Indiana",1,0,21368,1,0,21268,1,0,21143,1,0,21155,1,0,21046
0500000US18077,18077,"Jefferson County, Indiana",1,0,32510,1,0,32488,1,0,32531,1,0,32465,1,0,32418
0500000US18079,18079,"Jennings County, Indiana",1,0,28182,1,0,28279,1,0,27985,1,0,27913,1,0,27758
0500000US18081,18081,"Johnson County, Indiana",4,1,143535,5,1,145634,4,1,147346,5,1,149338,6,2,151982
0500000US18083,18083,"Knox County, Indiana",1,0,38019,1,0,38103,1,0,38021,1,0,37891,2,0,37744
0500000US18085,18085,"Kosciusko County, Indiana",2,1,77731,3,1,78050,2,1,78619,3,1,78815,3,1,79092
0500000US18087,18087,"LaGrange County, Indiana",1,0,37651,1,0,38095,1,0,38450,1,0,38671,2,0,39110
0500000US18089,18089,"Lake County, Indiana",13,4,493071,18,4,491354,14,4,490572,18,4,487649,20,6,485846
0500000US18091,18091,"LaPorte County, Indiana",3,1,111201,4,1,111323,3,1,111665,4,1,110762,4,1,110015
0500000US18093,18093,"Lawrence County, Indiana",1,0,46032,2,0,45835,1,0,45611,2,0,45485,2,1,45518
0500000US18095,18095,"Madison County, Indiana",3,1,130243,5,1,130388,4,1,129886,5,1,129495,5,2,129296
0500000US18097,18097,"Marion County, Indiana",24,7,918692,35,8,928521,26,7,934212,34,8,938058,38,12,941229
0500000US18099,18099,"Marshall County, Indiana",1,0,46972,2,0,46945,1,0,46938,2,0,46756,2,1,46556
0500000US18101,18101,"Martin County, Indiana",0,0,10314,0,0,10216,0,0,10196,0,0,10191,0,0,10171
0500000US18103,18103,"Miami County, Indiana",1,0,36504,1,0,36145,1,0,36031,1,0,35902,1,0,35883
0500000US18105,18105,"Monroe County, Indiana",4,1,141311,5,1,141934,4,1,143462,5,1,144257,6,2,145496
0500000US18107,18107,"Montgomery County, Indiana",1,0,38171,1,0,38085,1,0,38043,1,0,38167,2,0,38074
0500000US18109,18109,"Morgan County, Indiana",2,1,69204,3,1,69375,2,1,69596,3,1,69646,3,1,69698
0500000US18111,18111,"Newton County, Indiana",0,0,14062,1,0,14034,0,0,14086,1,0,14002,1,0,13924
0500000US18113,18113,"Noble County, Indiana",1,0,47429,2,0,47501,1,0,47610,2,0,47759,2,1,47638
0500000US18115,18115,"Ohio County, Indiana",0,0,6107,0,0,6026,0,0,6014,0,0,5936,0,0,5932
0500000US18117,18117,"Orange County, Indiana",1,0,19677,1,0,19724,1,0,19645,1,0,19516,1,0,19335
0500000US18119,18119,"Owen County, Indiana",1,0,21362,1,0,21176,1,0,21004,1,0,20809,1,0,20840
0500000US18121,18121,"Parke County, Indiana",0,0,17089,1,0,17191,0,0,17207,1,0,16878,1,0,16800
0500000US18123,18123,"Perry County, Indiana",1,0,19416,1,0,19443,1,0,19359,1,0,19322,1,0,18966
0500000US18125,18125,"Pike County, Indiana",0,0,12716,0,0,12588,0,0,12561,0,0,12476,1,0,12431
0500000US18127,18127,"Porter County, Indiana",4,1,165772,6,1,166552,5,1,167336,6,1,167631,7,2,167791
0500000US18129,18129,"Posey County, Indiana",1,0,25627,1,0,25504,1,0,25538,1,0,25490,1,0,25476
0500000US18131,18131,"Pulaski County, Indiana",0,0,13060,0,0,12996,0,0,12965,0,0,12871,1,0,12660
0500000US18133,18133,"Putnam County, Indiana",1,0,37725,1,0,37605,1,0,37745,1,0,37621,2,0,37436
0500000US18135,18135,"Randolph County, Indiana",1,0,25856,1,0,25610,1,0,25336,1,0,25133,1,0,25082
0500000US18137,18137,"Ripley County, Indiana",1,0,28571,1,0,28501,1,0,28549,1,0,28699,1,0,28846
0500000US18139,18139,"Rush County, Indiana",0,0,17133,1,0,17001,0,0,16859,1,0,16725,1,0,16649
0500000US18141,18141,"St. Joseph County, Indiana",7,2,266612,10,2,266972,8,2,267620,10,2,268134,11,3,269141
0500000US18143,18143,"Scott County, Indiana",1,0,23769,1,0,23804,1,0,23661,1,0,23707,1,0,23730
0500000US18145,18145,"Shelby County, Indiana",1,0,44345,2,0,44422,1,0,44487,2,0,44442,2,1,44324
0500000US18147,18147,"Spencer County, Indiana",1,0,20866,1,0,20824,1,0,20818,1,0,20727,1,0,20648
0500000US18149,18149,"Starke County, Indiana",1,0,23195,1,0,23189,1,0,23011,1,0,22940,1,0,23009
0500000US18151,18151,"Steuben County, Indiana",1,0,34164,1,0,34346,1,0,34427,1,0,34343,1,0,34116
0500000US18153,18153,"Sullivan County, Indiana",1,0,21216,1,0,21172,1,0,21013,1,0,20927,1,0,20802
0500000US18155,18155,"Switzerland County, Indiana",0,0,10395,0,0,10517,0,0,10470,0,0,10509,0,0,10527
0500000US18157,18157,"Tippecanoe County, Indiana",5,1,178430,7,2,181242,5,1,183515,7,1,185741,8,2,188059
0500000US18159,18159,"Tipton County, Indiana",0,0,15728,1,0,15582,0,0,15452,1,0,15292,1,0,15182
0500000US18161,18161,"Union County, Indiana",0,0,7334,0,0,7288,0,0,7224,0,0,7195,0,0,7212
0500000US18163,18163,"Vanderburgh County, Indiana",5,1,181031,7,2,181693,5,1,182073,7,1,181941,7,2,181721
0500000US18165,18165,"Vermillion County, Indiana",0,0,15941,1,0,15858,0,0,15684,1,0,15634,1,0,15645
0500000US18167,18167,"Vigo County, Indiana",3,1,108528,4,1,108226,3,1,108100,4,1,107708,4,1,107931
0500000US18169,18169,"Wabash County, Indiana",1,0,32437,1,0,32354,1,0,32255,1,0,32075,1,0,31762
0500000US18171,18171,"Warren County, Indiana",0,0,8391,0,0,8378,0,0,8330,0,0,8280,0,0,8166
0500000US18173,18173,"Warrick County, Indiana",2,0,60458,2,1,61054,2,0,61229,2,0,61894,3,1,62498
0500000US18175,18175,"Washington County, Indiana",1,0,27911,1,0,27791,1,0,27869,1,0,27721,1,0,27670
0500000US18177,18177,"Wayne County, Indiana",2,1,68304,3,1,67854,2,1,67406,2,1,66984,3,1,66568
0500000US18179,18179,"Wells County, Indiana",1,0,27713,1,0,27744,1,0,27839,1,0,27937,1,0,27949
0500000US18181,18181,"White County, Indiana",1,0,24390,1,0,24328,1,0,24383,1,0,24224,1,0,23999
0500000US18183,18183,"Whitley County, Indiana",1,0,33283,1,0,33232,1,0,33413,1,0,33395,1,0,33449
,,Iowa,63,20,3076310,106,22,3091930,128,24,3108030,145,35,3121997,202,72,3134693
0500000US19001,19001,"Adair County, Iowa",0,0,7493,0,0,7440,0,0,7416,0,0,7211,0,0,7092
0500000US19003,19003,"Adams County, Iowa",0,0,3905,0,0,3890,0,0,3865,0,0,3758,0,0,3693
0500000US19005,19005,"Allamakee County, Iowa",0,0,14134,0,0,14043,1,0,14064,1,0,13882,1,0,13884
0500000US19007,19007,"Appanoose County, Iowa",0,0,12702,0,0,12645,1,0,12649,1,0,12551,1,0,12462
0500000US19009,19009,"Audubon County, Iowa",0,0,5883,0,0,5882,0,0,5785,0,0,5738,0,0,5678
0500000US19011,19011,"Benton County, Iowa",1,0,25855,1,0,25724,1,0,25658,1,0,25663,2,1,25699
0500000US19013,19013,"Black Hawk County, Iowa",3,1,131761,5,1,132780,5,1,133161,6,1,133499,9,3,132904
0500000US19015,19015,"Boone County, Iowa",1,0,26228,1,0,26359,1,0,26367,1,0,26571,2,1,26532
0500000US19017,19017,"Bremer County, Iowa",1,0,24477,1,0,24588,1,0,24673,1,0,24779,2,1,24798
0500000US19019,19019,"Buchanan County, Iowa",0,0,20964,1,0,20996,1,0,21120,1,0,21084,1,0,20992
0500000US19021,19021,"Buena Vista County, Iowa",0,0,20543,1,0,20552,1,0,20507,1,0,20289,1,0,20332
0500000US19023,19023,"Butler County, Iowa",0,0,14991,1,0,15017,1,0,14972,1,0,14896,1,0,14791
0500000US19025,19025,"Calhoun County, Iowa",0,0,9924,0,0,9922,0,0,9861,0,0,9828,1,0,9846
0500000US19027,19027,"Carroll County, Iowa",0,0,20685,1,0,20582,1,0,20562,1,0,20507,1,0,20437
0500000US19029,19029,"Cass County, Iowa",0,0,13711,0,0,13582,1,0,13359,1,0,13354,1,0,13157
0500000US19031,19031,"Cedar County, Iowa",0,0,18402,1,0,18338,1,0,18388,1,0,18362,1,0,18454
0500000US19033,19033,"Cerro Gordo County, Iowa",1,0,43723,1,0,43506,2,0,43227,2,0,42988,3,1,43070
0500000US19035,19035,"Cherokee County, Iowa",0,0,11959,0,0,11894,0,0,11832,1,0,11567,1,0,11508
0500000US19037,19037,"Chickasaw County, Iowa",0,0,12284,0,0,12228,1,0,12200,1,0,12085,1,0,12023
0500000US19039,19039,"Clarke County, Iowa",0,0,9351,0,0,9252,0,0,9210,0,0,9245,1,0,9309
0500000US19041,19041,"Clay County, Iowa",0,0,16576,1,0,16480,1,0,16509,1,0,16491,1,0,16333
0500000US19043,19043,"Clayton County, Iowa",0,0,17926,1,0,17771,1,0,17713,1,0,17674,1,0,17590
0500000US19045,19045,"Clinton County, Iowa",1,0,48716,2,0,48293,2,0,47923,2,1,47617,3,1,47309
0500000US19047,19047,"Crawford County, Iowa",0,0,17325,1,0,17328,1,0,17146,1,0,16998,1,0,16940
0500000US19049,19049,"Dallas County, Iowa",1,0,72271,3,1,75010,3,1,77798,4,1,80777,5,2,84516
0500000US19051,19051,"Davis County, Iowa",0,0,8697,0,0,8762,0,0,8745,0,0,8777,1,0,8860
0500000US19053,19053,"Decatur County, Iowa",0,0,8255,0,0,8240,0,0,8231,0,0,8185,1,0,8141
0500000US19055,19055,"Delaware County, Iowa",0,0,17578,1,0,17499,1,0,17413,1,0,17406,1,0,17327
0500000US19057,19057,"Des Moines County, Iowa",1,0,40265,1,0,40437,2,0,40143,2,0,39985,3,1,39739
0500000US19059,19059,"Dickinson County, Iowa",0,0,16986,1,0,16944,1,0,16937,1,0,17122,1,0,17243
0500000US19061,19061,"Dubuque County, Iowa",2,1,95211,3,1,95964,4,1,96582,5,1,97034,6,2,97003
0500000US19063,19063,"Emmet County, Iowa",0,0,9964,0,0,9904,0,0,9841,0,0,9732,1,0,9658
0500000US19065,19065,"Fayette County, Iowa",0,0,20803,1,0,20528,1,0,20345,1,0,20223,1,0,20054
0500000US19067,19067,"Floyd County, Iowa",0,0,16107,1,0,16062,1,0,16026,1,0,15954,1,0,15873
0500000US19069,19069,"Franklin County, Iowa",0,0,10523,0,0,10522,0,0,10442,0,0,10308,1,0,10170
0500000US19071,19071,"Fremont County, Iowa",0,0,7143,0,0,7065,0,0,7034,0,0,6902,0,0,6950
0500000US19073,19073,"Greene County, Iowa",0,0,9171,0,0,9145,0,0,9129,0,0,8960,1,0,9011
0500000US19075,19075,"Grundy County, Iowa",0,0,12440,0,0,12324,1,0,12376,1,0,12413,1,0,12313
0500000US19077,19077,"Guthrie County, Iowa",0,0,10777,0,0,10679,0,0,10710,0,0,10663,1,0,10625
0500000US19079,19079,"Hamilton County, Iowa",0,0,15327,1,0,15330,1,0,15189,1,0,15213,1,0,15076
0500000US19081,19081,"Hancock County, Iowa",0,0,11165,0,0,11061,0,0,10986,1,0,10985,1,0,10835
0500000US19083,19083,"Hardin County, Iowa",0,0,17353,1,0,17413,1,0,17354,1,0,17276,1,0,17226
0500000US19085,19085,"Harrison County, Iowa",0,0,14522,0,0,14415,1,0,14342,1,0,14248,1,0,14149
0500000US19087,19087,"Henry County, Iowa",0,0,20044,1,0,20103,1,0,19895,1,0,19892,1,0,19773
0500000US19089,19089,"Howard County, Iowa",0,0,9576,0,0,9476,0,0,9400,0,0,9367,1,0,9332
0500000US19091,19091,"Humboldt County, Iowa",0,0,9720,0,0,9667,0,0,9617,0,0,9546,1,0,9487
0500000US19093,19093,"Ida County, Iowa",0,0,7091,0,0,7130,0,0,6994,0,0,7004,0,0,6985
0500000US19095,19095,"Iowa County, Iowa",0,0,16218,1,0,16344,1,0,16378,1,0,16381,1,0,16311
0500000US19097,19097,"Jackson County, Iowa",0,0,19693,1,0,19549,1,0,19476,1,0,19454,1,0,19472
0500000US19099,19099,"Jasper County, Iowa",1,0,36566,1,0,36743,2,0,36830,2,0,36729,2,1,36708
0500000US19101,19101,"Jefferson County, Iowa",0,0,17201,1,0,17493,1,0,17671,1,0,17853,1,0,18090
0500000US19103,19103,"Johnson County, Iowa",3,1,136865,5,1,139773,6,1,142280,7,2,144567,9,3,146547
